I10_DX,CCS,CCS_lvl1,CCS_lvl2
B874,DX8,DX-1,DX-1.4
B8781,DX8,DX-1,DX-1.4
B8782,DX8,DX-1,DX-1.4
B8789,DX8,DX-1,DX-1.4
B879,DX8,DX-1,DX-1.4
B880,DX8,DX-1,DX-1.4
B881,DX8,DX-1,DX-1.4
B882,DX8,DX-1,DX-1.4
B883,DX8,DX-1,DX-1.4
B888,DX8,DX-1,DX-1.4
B889,DX8,DX-1,DX-1.4
B89,DX8,DX-1,DX-1.4
B92,DX8,DX-1,DX-1.4
B948,DX8,DX-1,DX-1.4
B949,DX8,DX-1,DX-1.4
B998,DX8,DX-1,DX-1.4
B999,DX8,DX-1,DX-1.4
L946,DX8,DX-1,DX-1.4
Z1631,DX8,DX-1,DX-1.4
Z1632,DX8,DX-1,DX-1.4
Z8613,DX8,DX-1,DX-1.4
Z8619,DX8,DX-1,DX-1.4
A5001,DX9,DX-1,DX-1.1
A5002,DX9,DX-1,DX-1.1
A5003,DX9,DX-1,DX-1.1
A5004,DX9,DX-1,DX-1.1
A5005,DX9,DX-1,DX-1.1
A5006,DX9,DX-1,DX-1.1
A5007,DX9,DX-1,DX-1.1
A5008,DX9,DX-1,DX-1.1
A5009,DX9,DX-1,DX-1.1
A501,DX9,DX-1,DX-1.1
A502,DX9,DX-1,DX-1.1
A5030,DX9,DX-1,DX-1.1
A5031,DX9,DX-1,DX-1.1
A5032,DX9,DX-1,DX-1.1
A5039,DX9,DX-1,DX-1.1
A5040,DX9,DX-1,DX-1.1
A5041,DX9,DX-1,DX-1.1
A5042,DX9,DX-1,DX-1.1
A5043,DX9,DX-1,DX-1.1
A5044,DX9,DX-1,DX-1.1
A5045,DX9,DX-1,DX-1.1
A5049,DX9,DX-1,DX-1.1
A5051,DX9,DX-1,DX-1.1
A5052,DX9,DX-1,DX-1.1
A5053,DX9,DX-1,DX-1.1
A5054,DX9,DX-1,DX-1.1
A5055,DX9,DX-1,DX-1.1
A5056,DX9,DX-1,DX-1.1
A5057,DX9,DX-1,DX-1.1
A5059,DX9,DX-1,DX-1.1
A506,DX9,DX-1,DX-1.1
A507,DX9,DX-1,DX-1.1
A509,DX9,DX-1,DX-1.1
A510,DX9,DX-1,DX-1.1
A511,DX9,DX-1,DX-1.1
A512,DX9,DX-1,DX-1.1
A5131,DX9,DX-1,DX-1.1
A5132,DX9,DX-1,DX-1.1
A5139,DX9,DX-1,DX-1.1
A5141,DX9,DX-1,DX-1.1
A5142,DX9,DX-1,DX-1.1
A5143,DX9,DX-1,DX-1.1
A5144,DX9,DX-1,DX-1.1
A5145,DX9,DX-1,DX-1.1
A5146,DX9,DX-1,DX-1.1
A5149,DX9,DX-1,DX-1.1
A515,DX9,DX-1,DX-1.1
A519,DX9,DX-1,DX-1.1
A5200,DX9,DX-1,DX-1.1
A5201,DX9,DX-1,DX-1.1
A5202,DX9,DX-1,DX-1.1
A5203,DX9,DX-1,DX-1.1
A5204,DX9,DX-1,DX-1.1
A5205,DX9,DX-1,DX-1.1
A5206,DX9,DX-1,DX-1.1
A5209,DX9,DX-1,DX-1.1
A5210,DX9,DX-1,DX-1.1
A5211,DX9,DX-1,DX-1.1
A5212,DX9,DX-1,DX-1.1
A5213,DX9,DX-1,DX-1.1
A5214,DX9,DX-1,DX-1.1
A5215,DX9,DX-1,DX-1.1
A5216,DX9,DX-1,DX-1.1
A5217,DX9,DX-1,DX-1.1
A5219,DX9,DX-1,DX-1.1
A522,DX9,DX-1,DX-1.1
A523,DX9,DX-1,DX-1.1
A5271,DX9,DX-1,DX-1.1
A5272,DX9,DX-1,DX-1.1
A5273,DX9,DX-1,DX-1.1
A5274,DX9,DX-1,DX-1.1
A5275,DX9,DX-1,DX-1.1
A5276,DX9,DX-1,DX-1.1
A5277,DX9,DX-1,DX-1.1
A5278,DX9,DX-1,DX-1.1
A5279,DX9,DX-1,DX-1.1
A528,DX9,DX-1,DX-1.1
A529,DX9,DX-1,DX-1.1
A530,DX9,DX-1,DX-1.1
A539,DX9,DX-1,DX-1.1
A5400,DX9,DX-1,DX-1.1
A5401,DX9,DX-1,DX-1.1
A5402,DX9,DX-1,DX-1.1
A5403,DX9,DX-1,DX-1.1
A5409,DX9,DX-1,DX-1.1
A541,DX9,DX-1,DX-1.1
A5421,DX9,DX-1,DX-1.1
A5422,DX9,DX-1,DX-1.1
A5423,DX9,DX-1,DX-1.1
A5424,DX9,DX-1,DX-1.1
A5429,DX9,DX-1,DX-1.1
A5430,DX9,DX-1,DX-1.1
A5431,DX9,DX-1,DX-1.1
A5432,DX9,DX-1,DX-1.1
A5433,DX9,DX-1,DX-1.1
A5439,DX9,DX-1,DX-1.1
A5440,DX9,DX-1,DX-1.1
A5441,DX9,DX-1,DX-1.1
A5442,DX9,DX-1,DX-1.1
A5443,DX9,DX-1,DX-1.1
A5449,DX9,DX-1,DX-1.1
A545,DX9,DX-1,DX-1.1
A546,DX9,DX-1,DX-1.1
A5481,DX9,DX-1,DX-1.1
A5482,DX9,DX-1,DX-1.1
A5483,DX9,DX-1,DX-1.1
A5484,DX9,DX-1,DX-1.1
A5485,DX9,DX-1,DX-1.1
A5489,DX9,DX-1,DX-1.1
A549,DX9,DX-1,DX-1.1
A55,DX9,DX-1,DX-1.1
A5600,DX9,DX-1,DX-1.1
A5601,DX9,DX-1,DX-1.1
A5602,DX9,DX-1,DX-1.1
A5609,DX9,DX-1,DX-1.1
A5611,DX9,DX-1,DX-1.1
A5619,DX9,DX-1,DX-1.1
A562,DX9,DX-1,DX-1.1
A563,DX9,DX-1,DX-1.1
A564,DX9,DX-1,DX-1.1
A568,DX9,DX-1,DX-1.1
A57,DX9,DX-1,DX-1.1
A58,DX9,DX-1,DX-1.1
A638,DX9,DX-1,DX-1.1
A64,DX9,DX-1,DX-1.1
R8581,DX9,DX-1,DX-1.1
R8582,DX9,DX-1,DX-1.1
R87810,DX9,DX-1,DX-1.1
R87811,DX9,DX-1,DX-1.1
R87820,DX9,DX-1,DX-1.1
R87821,DX9,DX-1,DX-1.1
R760,DX10,DX-1,DX-1.5
R7611,DX10,DX-1,DX-1.5
R7612,DX10,DX-1,DX-1.5
R768,DX10,DX-1,DX-1.5
R769,DX10,DX-1,DX-1.5
Z03810,DX10,DX-1,DX-1.5
Z03818,DX10,DX-1,DX-1.5
Z051,DX10,DX-1,DX-1.5
Z110,DX10,DX-1,DX-1.5
Z111,DX10,DX-1,DX-1.5
Z112,DX10,DX-1,DX-1.5
Z113,DX10,DX-1,DX-1.5
Z114,DX10,DX-1,DX-1.5
Z1151,DX10,DX-1,DX-1.5
Z1159,DX10,DX-1,DX-1.5
Z116,DX10,DX-1,DX-1.5
Z118,DX10,DX-1,DX-1.5
Z119,DX10,DX-1,DX-1.5
Z2001,DX10,DX-1,DX-1.5
Z2009,DX10,DX-1,DX-1.5
Z201,DX10,DX-1,DX-1.5
Z202,DX10,DX-1,DX-1.5
Z203,DX10,DX-1,DX-1.5
Z204,DX10,DX-1,DX-1.5
Z205,DX10,DX-1,DX-1.5
Z206,DX10,DX-1,DX-1.5
Z207,DX10,DX-1,DX-1.5
Z20810,DX10,DX-1,DX-1.5
Z20811,DX10,DX-1,DX-1.5
Z20818,DX10,DX-1,DX-1.5
Z20820,DX10,DX-1,DX-1.5
Z20821,DX10,DX-1,DX-1.5
Z20828,DX10,DX-1,DX-1.5
Z2089,DX10,DX-1,DX-1.5
Z209,DX10,DX-1,DX-1.5
Z220,DX10,DX-1,DX-1.5
Z221,DX10,DX-1,DX-1.5
Z222,DX10,DX-1,DX-1.5
Z2231,DX10,DX-1,DX-1.5
Z22321,DX10,DX-1,DX-1.5
Z22322,DX10,DX-1,DX-1.5
Z22330,DX10,DX-1,DX-1.5
Z22338,DX10,DX-1,DX-1.5
Z2239,DX10,DX-1,DX-1.5
Z224,DX10,DX-1,DX-1.5
Z225,DX10,DX-1,DX-1.5
Z2250,DX10,DX-1,DX-1.5
Z2251,DX10,DX-1,DX-1.5
Z2252,DX10,DX-1,DX-1.5
Z2259,DX10,DX-1,DX-1.5
Z226,DX10,DX-1,DX-1.5
Z228,DX10,DX-1,DX-1.5
Z229,DX10,DX-1,DX-1.5
Z23,DX10,DX-1,DX-1.5
Z2911,DX10,DX-1,DX-1.5
Z2912,DX10,DX-1,DX-1.5
Z2913,DX10,DX-1,DX-1.5
Z2914,DX10,DX-1,DX-1.5
C000,DX11,DX-2,DX-2.11
C001,DX11,DX-2,DX-2.11
C002,DX11,DX-2,DX-2.11
C003,DX11,DX-2,DX-2.11
C004,DX11,DX-2,DX-2.11
C005,DX11,DX-2,DX-2.11
C006,DX11,DX-2,DX-2.11
C008,DX11,DX-2,DX-2.11
C009,DX11,DX-2,DX-2.11
C01,DX11,DX-2,DX-2.11
C020,DX11,DX-2,DX-2.11
C021,DX11,DX-2,DX-2.11
C022,DX11,DX-2,DX-2.11
C023,DX11,DX-2,DX-2.11
C024,DX11,DX-2,DX-2.11
C028,DX11,DX-2,DX-2.11
C029,DX11,DX-2,DX-2.11
C030,DX11,DX-2,DX-2.11
C031,DX11,DX-2,DX-2.11
C039,DX11,DX-2,DX-2.11
C040,DX11,DX-2,DX-2.11
C041,DX11,DX-2,DX-2.11
C048,DX11,DX-2,DX-2.11
C049,DX11,DX-2,DX-2.11
C050,DX11,DX-2,DX-2.11
C051,DX11,DX-2,DX-2.11
C052,DX11,DX-2,DX-2.11
C058,DX11,DX-2,DX-2.11
C059,DX11,DX-2,DX-2.11
C060,DX11,DX-2,DX-2.11
C061,DX11,DX-2,DX-2.11
C062,DX11,DX-2,DX-2.11
C0680,DX11,DX-2,DX-2.11
C0689,DX11,DX-2,DX-2.11
C069,DX11,DX-2,DX-2.11
C07,DX11,DX-2,DX-2.11
C080,DX11,DX-2,DX-2.11
C081,DX11,DX-2,DX-2.11
C089,DX11,DX-2,DX-2.11
C090,DX11,DX-2,DX-2.11
C091,DX11,DX-2,DX-2.11
C098,DX11,DX-2,DX-2.11
C099,DX11,DX-2,DX-2.11
C100,DX11,DX-2,DX-2.11
C101,DX11,DX-2,DX-2.11
C102,DX11,DX-2,DX-2.11
C103,DX11,DX-2,DX-2.11
C104,DX11,DX-2,DX-2.11
C108,DX11,DX-2,DX-2.11
C109,DX11,DX-2,DX-2.11
C110,DX11,DX-2,DX-2.11
C111,DX11,DX-2,DX-2.11
C112,DX11,DX-2,DX-2.11
C113,DX11,DX-2,DX-2.11
C118,DX11,DX-2,DX-2.11
C119,DX11,DX-2,DX-2.11
C12,DX11,DX-2,DX-2.11
C130,DX11,DX-2,DX-2.11
C131,DX11,DX-2,DX-2.11
C132,DX11,DX-2,DX-2.11
C138,DX11,DX-2,DX-2.11
C139,DX11,DX-2,DX-2.11
C140,DX11,DX-2,DX-2.11
C142,DX11,DX-2,DX-2.11
C148,DX11,DX-2,DX-2.11
C300,DX11,DX-2,DX-2.11
C301,DX11,DX-2,DX-2.11
C310,DX11,DX-2,DX-2.11
C311,DX11,DX-2,DX-2.11
C312,DX11,DX-2,DX-2.11
C313,DX11,DX-2,DX-2.11
C318,DX11,DX-2,DX-2.11
C319,DX11,DX-2,DX-2.11
C320,DX11,DX-2,DX-2.11
C321,DX11,DX-2,DX-2.11
C322,DX11,DX-2,DX-2.11
C323,DX11,DX-2,DX-2.11
C328,DX11,DX-2,DX-2.11
C329,DX11,DX-2,DX-2.11
C760,DX11,DX-2,DX-2.11
D0000,DX11,DX-2,DX-2.11
D0001,DX11,DX-2,DX-2.11
D0002,DX11,DX-2,DX-2.11
D0003,DX11,DX-2,DX-2.11
D0004,DX11,DX-2,DX-2.11
D0005,DX11,DX-2,DX-2.11
D0006,DX11,DX-2,DX-2.11
D0007,DX11,DX-2,DX-2.11
D0008,DX11,DX-2,DX-2.11
D020,DX11,DX-2,DX-2.11
Z8521,DX11,DX-2,DX-2.11
Z85810,DX11,DX-2,DX-2.11
Z85818,DX11,DX-2,DX-2.11
Z85819,DX11,DX-2,DX-2.11
C153,DX12,DX-2,DX-2.2
C154,DX12,DX-2,DX-2.2
C155,DX12,DX-2,DX-2.2
C158,DX12,DX-2,DX-2.2
C159,DX12,DX-2,DX-2.2
C49A1,DX12,DX-2,DX-2.2
D001,DX12,DX-2,DX-2.2
Z8501,DX12,DX-2,DX-2.2
C160,DX13,DX-2,DX-2.2
C161,DX13,DX-2,DX-2.2
C162,DX13,DX-2,DX-2.2
C163,DX13,DX-2,DX-2.2
C164,DX13,DX-2,DX-2.2
C165,DX13,DX-2,DX-2.2
C166,DX13,DX-2,DX-2.2
C168,DX13,DX-2,DX-2.2
C169,DX13,DX-2,DX-2.2
C49A2,DX13,DX-2,DX-2.2
C49A3,DX13,DX-2,DX-2.2
C7A092,DX13,DX-2,DX-2.2
D002,DX13,DX-2,DX-2.2
Z85028,DX13,DX-2,DX-2.2
C180,DX14,DX-2,DX-2.1
C181,DX14,DX-2,DX-2.1
C182,DX14,DX-2,DX-2.1
C183,DX14,DX-2,DX-2.1
C184,DX14,DX-2,DX-2.1
C185,DX14,DX-2,DX-2.1
C186,DX14,DX-2,DX-2.1
C187,DX14,DX-2,DX-2.1
C188,DX14,DX-2,DX-2.1
C189,DX14,DX-2,DX-2.1
C260,DX14,DX-2,DX-2.1
C49A4,DX14,DX-2,DX-2.1
C7A020,DX14,DX-2,DX-2.1
C7A021,DX14,DX-2,DX-2.1
C7A022,DX14,DX-2,DX-2.1
C7A023,DX14,DX-2,DX-2.1
C7A024,DX14,DX-2,DX-2.1
C7A025,DX14,DX-2,DX-2.1
C7A029,DX14,DX-2,DX-2.1
D010,DX14,DX-2,DX-2.1
Z85038,DX14,DX-2,DX-2.1
C19,DX15,DX-2,DX-2.1
C20,DX15,DX-2,DX-2.1
C210,DX15,DX-2,DX-2.1
C211,DX15,DX-2,DX-2.1
C212,DX15,DX-2,DX-2.1
C218,DX15,DX-2,DX-2.1
C49A5,DX15,DX-2,DX-2.1
C7A026,DX15,DX-2,DX-2.1
D011,DX15,DX-2,DX-2.1
D012,DX15,DX-2,DX-2.1
D013,DX15,DX-2,DX-2.1
R85610,DX15,DX-2,DX-2.1
R85611,DX15,DX-2,DX-2.1
R85612,DX15,DX-2,DX-2.1
R85613,DX15,DX-2,DX-2.1
R85614,DX15,DX-2,DX-2.1
Z85048,DX15,DX-2,DX-2.1
C220,DX16,DX-2,DX-2.2
C221,DX16,DX-2,DX-2.2
C222,DX16,DX-2,DX-2.2
C223,DX16,DX-2,DX-2.2
C224,DX16,DX-2,DX-2.2
C227,DX16,DX-2,DX-2.2
C228,DX16,DX-2,DX-2.2
C229,DX16,DX-2,DX-2.2
D015,DX16,DX-2,DX-2.2
Z8505,DX16,DX-2,DX-2.2
C250,DX17,DX-2,DX-2.2
C251,DX17,DX-2,DX-2.2
C252,DX17,DX-2,DX-2.2
C253,DX17,DX-2,DX-2.2
C254,DX17,DX-2,DX-2.2
C257,DX17,DX-2,DX-2.2
C258,DX17,DX-2,DX-2.2
C259,DX17,DX-2,DX-2.2
C170,DX18,DX-2,DX-2.2
C171,DX18,DX-2,DX-2.2
C172,DX18,DX-2,DX-2.2
C173,DX18,DX-2,DX-2.2
C178,DX18,DX-2,DX-2.2
C179,DX18,DX-2,DX-2.2
C23,DX18,DX-2,DX-2.2
C240,DX18,DX-2,DX-2.2
C241,DX18,DX-2,DX-2.2
C248,DX18,DX-2,DX-2.2
C249,DX18,DX-2,DX-2.2
C261,DX18,DX-2,DX-2.2
C269,DX18,DX-2,DX-2.2
C451,DX18,DX-2,DX-2.2
C480,DX18,DX-2,DX-2.2
C481,DX18,DX-2,DX-2.2
C482,DX18,DX-2,DX-2.2
C488,DX18,DX-2,DX-2.2
C49A0,DX18,DX-2,DX-2.2
C49A9,DX18,DX-2,DX-2.2
C7A010,DX18,DX-2,DX-2.2
C7A011,DX18,DX-2,DX-2.2
C7A012,DX18,DX-2,DX-2.2
C7A019,DX18,DX-2,DX-2.2
D0140,DX18,DX-2,DX-2.2
D0149,DX18,DX-2,DX-2.2
D017,DX18,DX-2,DX-2.2
D019,DX18,DX-2,DX-2.2
Z8500,DX18,DX-2,DX-2.2
Z85068,DX18,DX-2,DX-2.2
Z8507,DX18,DX-2,DX-2.2
Z8509,DX18,DX-2,DX-2.2
C3400,DX19,DX-2,DX-2.3
C3401,DX19,DX-2,DX-2.3
C3402,DX19,DX-2,DX-2.3
C3410,DX19,DX-2,DX-2.3
C3411,DX19,DX-2,DX-2.3
C3412,DX19,DX-2,DX-2.3
C342,DX19,DX-2,DX-2.3
C3430,DX19,DX-2,DX-2.3
C3431,DX19,DX-2,DX-2.3
C3432,DX19,DX-2,DX-2.3
C3480,DX19,DX-2,DX-2.3
C3481,DX19,DX-2,DX-2.3
C3482,DX19,DX-2,DX-2.3
C3490,DX19,DX-2,DX-2.3
C3491,DX19,DX-2,DX-2.3
C3492,DX19,DX-2,DX-2.3
C7A090,DX19,DX-2,DX-2.3
D0220,DX19,DX-2,DX-2.3
D0221,DX19,DX-2,DX-2.3
D0222,DX19,DX-2,DX-2.3
Z85118,DX19,DX-2,DX-2.3
C33,DX20,DX-2,DX-2.11
C384,DX20,DX-2,DX-2.11
C390,DX20,DX-2,DX-2.11
C399,DX20,DX-2,DX-2.11
C450,DX20,DX-2,DX-2.11
D021,DX20,DX-2,DX-2.11
D023,DX20,DX-2,DX-2.11
D024,DX20,DX-2,DX-2.11
Z8512,DX20,DX-2,DX-2.11
Z8520,DX20,DX-2,DX-2.11
Z8522,DX20,DX-2,DX-2.11
C4000,DX21,DX-2,DX-2.11
C4001,DX21,DX-2,DX-2.11
C4002,DX21,DX-2,DX-2.11
C4010,DX21,DX-2,DX-2.11
C4011,DX21,DX-2,DX-2.11
C4012,DX21,DX-2,DX-2.11
C4020,DX21,DX-2,DX-2.11
C4021,DX21,DX-2,DX-2.11
C4022,DX21,DX-2,DX-2.11
C4030,DX21,DX-2,DX-2.11
C4031,DX21,DX-2,DX-2.11
C4032,DX21,DX-2,DX-2.11
C4080,DX21,DX-2,DX-2.11
C4081,DX21,DX-2,DX-2.11
C4082,DX21,DX-2,DX-2.11
C4090,DX21,DX-2,DX-2.11
C4091,DX21,DX-2,DX-2.11
C4092,DX21,DX-2,DX-2.11
C410,DX21,DX-2,DX-2.11
C411,DX21,DX-2,DX-2.11
C412,DX21,DX-2,DX-2.11
C413,DX21,DX-2,DX-2.11
C414,DX21,DX-2,DX-2.11
C419,DX21,DX-2,DX-2.11
C490,DX21,DX-2,DX-2.11
C4910,DX21,DX-2,DX-2.11
C4911,DX21,DX-2,DX-2.11
C4912,DX21,DX-2,DX-2.11
C4920,DX21,DX-2,DX-2.11
C4921,DX21,DX-2,DX-2.11
C4922,DX21,DX-2,DX-2.11
C493,DX21,DX-2,DX-2.11
C494,DX21,DX-2,DX-2.11
C495,DX21,DX-2,DX-2.11
C496,DX21,DX-2,DX-2.11
C498,DX21,DX-2,DX-2.11
C499,DX21,DX-2,DX-2.11
C430,DX22,DX-2,DX-2.4
C4310,DX22,DX-2,DX-2.4
C4311,DX22,DX-2,DX-2.4
C43111,DX22,DX-2,DX-2.4
C43112,DX22,DX-2,DX-2.4
C4312,DX22,DX-2,DX-2.4
C43121,DX22,DX-2,DX-2.4
C43122,DX22,DX-2,DX-2.4
C4320,DX22,DX-2,DX-2.4
C4321,DX22,DX-2,DX-2.4
C4322,DX22,DX-2,DX-2.4
C4330,DX22,DX-2,DX-2.4
C4331,DX22,DX-2,DX-2.4
C4339,DX22,DX-2,DX-2.4
C434,DX22,DX-2,DX-2.4
C4351,DX22,DX-2,DX-2.4
C4352,DX22,DX-2,DX-2.4
C4359,DX22,DX-2,DX-2.4
C4360,DX22,DX-2,DX-2.4
C4361,DX22,DX-2,DX-2.4
C4362,DX22,DX-2,DX-2.4
C4370,DX22,DX-2,DX-2.4
C4371,DX22,DX-2,DX-2.4
C4372,DX22,DX-2,DX-2.4
C438,DX22,DX-2,DX-2.4
C439,DX22,DX-2,DX-2.4
D030,DX22,DX-2,DX-2.4
D0310,DX22,DX-2,DX-2.4
D0311,DX22,DX-2,DX-2.4
D03111,DX22,DX-2,DX-2.4
D03112,DX22,DX-2,DX-2.4
D0312,DX22,DX-2,DX-2.4
D03121,DX22,DX-2,DX-2.4
D03122,DX22,DX-2,DX-2.4
D0320,DX22,DX-2,DX-2.4
D0321,DX22,DX-2,DX-2.4
D0322,DX22,DX-2,DX-2.4
D0330,DX22,DX-2,DX-2.4
D0339,DX22,DX-2,DX-2.4
D034,DX22,DX-2,DX-2.4
D0351,DX22,DX-2,DX-2.4
D0352,DX22,DX-2,DX-2.4
D0359,DX22,DX-2,DX-2.4
D0360,DX22,DX-2,DX-2.4
D0361,DX22,DX-2,DX-2.4
D0362,DX22,DX-2,DX-2.4
D0370,DX22,DX-2,DX-2.4
D0371,DX22,DX-2,DX-2.4
D0372,DX22,DX-2,DX-2.4
D038,DX22,DX-2,DX-2.4
D039,DX22,DX-2,DX-2.4
Z85820,DX22,DX-2,DX-2.4
C4400,DX23,DX-2,DX-2.4
C4401,DX23,DX-2,DX-2.4
C4402,DX23,DX-2,DX-2.4
C4409,DX23,DX-2,DX-2.4
C44101,DX23,DX-2,DX-2.4
C44102,DX23,DX-2,DX-2.4
C441021,DX23,DX-2,DX-2.4
C441022,DX23,DX-2,DX-2.4
C44109,DX23,DX-2,DX-2.4
C441091,DX23,DX-2,DX-2.4
C441092,DX23,DX-2,DX-2.4
C44111,DX23,DX-2,DX-2.4
C44112,DX23,DX-2,DX-2.4
C441121,DX23,DX-2,DX-2.4
C441122,DX23,DX-2,DX-2.4
C44119,DX23,DX-2,DX-2.4
C441191,DX23,DX-2,DX-2.4
C441192,DX23,DX-2,DX-2.4
C44121,DX23,DX-2,DX-2.4
C44122,DX23,DX-2,DX-2.4
C441221,DX23,DX-2,DX-2.4
C441222,DX23,DX-2,DX-2.4
C44129,DX23,DX-2,DX-2.4
C441291,DX23,DX-2,DX-2.4
C441292,DX23,DX-2,DX-2.4
C44131,DX23,DX-2,DX-2.4
C441321,DX23,DX-2,DX-2.4
C441322,DX23,DX-2,DX-2.4
C441391,DX23,DX-2,DX-2.4
C441392,DX23,DX-2,DX-2.4
C44191,DX23,DX-2,DX-2.4
C44192,DX23,DX-2,DX-2.4
C441921,DX23,DX-2,DX-2.4
C441922,DX23,DX-2,DX-2.4
C44199,DX23,DX-2,DX-2.4
C441991,DX23,DX-2,DX-2.4
C441992,DX23,DX-2,DX-2.4
C44201,DX23,DX-2,DX-2.4
C44202,DX23,DX-2,DX-2.4
C44209,DX23,DX-2,DX-2.4
C44211,DX23,DX-2,DX-2.4
C44212,DX23,DX-2,DX-2.4
C44219,DX23,DX-2,DX-2.4
C44221,DX23,DX-2,DX-2.4
C44222,DX23,DX-2,DX-2.4
C44229,DX23,DX-2,DX-2.4
C44291,DX23,DX-2,DX-2.4
C44292,DX23,DX-2,DX-2.4
C44299,DX23,DX-2,DX-2.4
C44300,DX23,DX-2,DX-2.4
C44301,DX23,DX-2,DX-2.4
C44309,DX23,DX-2,DX-2.4
C44310,DX23,DX-2,DX-2.4
C44311,DX23,DX-2,DX-2.4
C44319,DX23,DX-2,DX-2.4
C44320,DX23,DX-2,DX-2.4
C44321,DX23,DX-2,DX-2.4
C44329,DX23,DX-2,DX-2.4
C44390,DX23,DX-2,DX-2.4
C44391,DX23,DX-2,DX-2.4
C44399,DX23,DX-2,DX-2.4
C4440,DX23,DX-2,DX-2.4
C4441,DX23,DX-2,DX-2.4
C4442,DX23,DX-2,DX-2.4
C4449,DX23,DX-2,DX-2.4
C44500,DX23,DX-2,DX-2.4
C44501,DX23,DX-2,DX-2.4
C44509,DX23,DX-2,DX-2.4
C44510,DX23,DX-2,DX-2.4
C44511,DX23,DX-2,DX-2.4
C44519,DX23,DX-2,DX-2.4
C44520,DX23,DX-2,DX-2.4
C44521,DX23,DX-2,DX-2.4
C44529,DX23,DX-2,DX-2.4
C44590,DX23,DX-2,DX-2.4
C44591,DX23,DX-2,DX-2.4
C44599,DX23,DX-2,DX-2.4
C44601,DX23,DX-2,DX-2.4
C44602,DX23,DX-2,DX-2.4
C44609,DX23,DX-2,DX-2.4
C44611,DX23,DX-2,DX-2.4
C44612,DX23,DX-2,DX-2.4
C44619,DX23,DX-2,DX-2.4
C44621,DX23,DX-2,DX-2.4
C44622,DX23,DX-2,DX-2.4
C44629,DX23,DX-2,DX-2.4
C44691,DX23,DX-2,DX-2.4
C44692,DX23,DX-2,DX-2.4
C44699,DX23,DX-2,DX-2.4
C44701,DX23,DX-2,DX-2.4
C44702,DX23,DX-2,DX-2.4
C44709,DX23,DX-2,DX-2.4
C44711,DX23,DX-2,DX-2.4
C44712,DX23,DX-2,DX-2.4
C44719,DX23,DX-2,DX-2.4
C44721,DX23,DX-2,DX-2.4
C44722,DX23,DX-2,DX-2.4
C44729,DX23,DX-2,DX-2.4
C44791,DX23,DX-2,DX-2.4
C44792,DX23,DX-2,DX-2.4
C44799,DX23,DX-2,DX-2.4
C4480,DX23,DX-2,DX-2.4
C4481,DX23,DX-2,DX-2.4
C4482,DX23,DX-2,DX-2.4
C4489,DX23,DX-2,DX-2.4
C4490,DX23,DX-2,DX-2.4
C4491,DX23,DX-2,DX-2.4
C4492,DX23,DX-2,DX-2.4
C4499,DX23,DX-2,DX-2.4
C4A0,DX23,DX-2,DX-2.4
C4A10,DX23,DX-2,DX-2.4
C4A11,DX23,DX-2,DX-2.4
C4A111,DX23,DX-2,DX-2.4
C4A112,DX23,DX-2,DX-2.4
C4A12,DX23,DX-2,DX-2.4
C4A121,DX23,DX-2,DX-2.4
C4A122,DX23,DX-2,DX-2.4
C4A20,DX23,DX-2,DX-2.4
C4A21,DX23,DX-2,DX-2.4
C4A22,DX23,DX-2,DX-2.4
C4A30,DX23,DX-2,DX-2.4
C4A31,DX23,DX-2,DX-2.4
C4A39,DX23,DX-2,DX-2.4
C4A4,DX23,DX-2,DX-2.4
C4A51,DX23,DX-2,DX-2.4
C4A52,DX23,DX-2,DX-2.4
C4A59,DX23,DX-2,DX-2.4
C4A60,DX23,DX-2,DX-2.4
C4A61,DX23,DX-2,DX-2.4
C4A62,DX23,DX-2,DX-2.4
C4A70,DX23,DX-2,DX-2.4
C4A71,DX23,DX-2,DX-2.4
C4A72,DX23,DX-2,DX-2.4
C4A8,DX23,DX-2,DX-2.4
C4A9,DX23,DX-2,DX-2.4
D040,DX23,DX-2,DX-2.4
D0410,DX23,DX-2,DX-2.4
D0411,DX23,DX-2,DX-2.4
D04111,DX23,DX-2,DX-2.4
D04112,DX23,DX-2,DX-2.4
D0412,DX23,DX-2,DX-2.4
D04121,DX23,DX-2,DX-2.4
D04122,DX23,DX-2,DX-2.4
D0420,DX23,DX-2,DX-2.4
D0421,DX23,DX-2,DX-2.4
D0422,DX23,DX-2,DX-2.4
D0430,DX23,DX-2,DX-2.4
D0439,DX23,DX-2,DX-2.4
D044,DX23,DX-2,DX-2.4
D045,DX23,DX-2,DX-2.4
D0460,DX23,DX-2,DX-2.4
D0461,DX23,DX-2,DX-2.4
D0462,DX23,DX-2,DX-2.4
D0470,DX23,DX-2,DX-2.4
D0471,DX23,DX-2,DX-2.4
D0472,DX23,DX-2,DX-2.4
D048,DX23,DX-2,DX-2.4
D049,DX23,DX-2,DX-2.4
Z85828,DX23,DX-2,DX-2.4
C50011,DX24,DX-2,DX-2.5
C50012,DX24,DX-2,DX-2.5
C50019,DX24,DX-2,DX-2.5
C50021,DX24,DX-2,DX-2.5
C50022,DX24,DX-2,DX-2.5
C50029,DX24,DX-2,DX-2.5
C50111,DX24,DX-2,DX-2.5
C50112,DX24,DX-2,DX-2.5
C50119,DX24,DX-2,DX-2.5
C50121,DX24,DX-2,DX-2.5
