I9_DX,CCS,CCS_lvl1,CCS_lvl2,CCS_lvl3,CCS_lvl4
73720,DX209,DX-13,DX-13.6,DX-13.6.2,NA
73721,DX209,DX-13,DX-13.6,DX-13.6.2,NA
73722,DX209,DX-13,DX-13.6,DX-13.6.2,NA
73729,DX209,DX-13,DX-13.6,DX-13.6.2,NA
73733,DX209,DX-13,DX-13.6,DX-13.6.2,NA
73734,DX209,DX-13,DX-13.6,DX-13.6.2,NA
73739,DX209,DX-13,DX-13.6,DX-13.6.2,NA
73740,DX209,DX-13,DX-13.6,DX-13.6.2,NA
73741,DX209,DX-13,DX-13.6,DX-13.6.2,NA
73742,DX209,DX-13,DX-13.6,DX-13.6.2,NA
73743,DX209,DX-13,DX-13.6,DX-13.6.2,NA
7378,DX209,DX-13,DX-13.6,DX-13.6.2,NA
7379,DX209,DX-13,DX-13.6,DX-13.6.2,NA
7380,DX209,DX-13,DX-13.6,DX-13.6.2,NA
7381,DX209,DX-13,DX-13.6,DX-13.6.2,NA
73810,DX209,DX-13,DX-13.6,DX-13.6.2,NA
73811,DX209,DX-13,DX-13.6,DX-13.6.2,NA
73812,DX209,DX-13,DX-13.6,DX-13.6.2,NA
73819,DX209,DX-13,DX-13.6,DX-13.6.2,NA
7382,DX209,DX-13,DX-13.6,DX-13.6.2,NA
7383,DX209,DX-13,DX-13.6,DX-13.6.2,NA
7384,DX209,DX-13,DX-13.6,DX-13.6.2,NA
7385,DX209,DX-13,DX-13.6,DX-13.6.2,NA
7386,DX209,DX-13,DX-13.6,DX-13.6.2,NA
7387,DX209,DX-13,DX-13.6,DX-13.6.2,NA
7388,DX209,DX-13,DX-13.6,DX-13.6.2,NA
7389,DX209,DX-13,DX-13.6,DX-13.6.2,NA
7100,DX210,DX-13,DX-13.7,NA,NA
7101,DX210,DX-13,DX-13.7,NA,NA
7102,DX210,DX-13,DX-13.7,NA,NA
7103,DX210,DX-13,DX-13.7,NA,NA
7104,DX210,DX-13,DX-13.7,NA,NA
7108,DX210,DX-13,DX-13.7,NA,NA
7109,DX210,DX-13,DX-13.7,NA,NA
32752,DX211,DX-13,DX-13.8,NA,NA
56731,DX211,DX-13,DX-13.8,NA,NA
7105,DX211,DX-13,DX-13.8,NA,NA
725,DX211,DX-13,DX-13.8,NA,NA
7260,DX211,DX-13,DX-13.8,NA,NA
72610,DX211,DX-13,DX-13.8,NA,NA
72611,DX211,DX-13,DX-13.8,NA,NA
72612,DX211,DX-13,DX-13.8,NA,NA
72613,DX211,DX-13,DX-13.8,NA,NA
72619,DX211,DX-13,DX-13.8,NA,NA
7262,DX211,DX-13,DX-13.8,NA,NA
72630,DX211,DX-13,DX-13.8,NA,NA
72631,DX211,DX-13,DX-13.8,NA,NA
72632,DX211,DX-13,DX-13.8,NA,NA
72633,DX211,DX-13,DX-13.8,NA,NA
72639,DX211,DX-13,DX-13.8,NA,NA
7264,DX211,DX-13,DX-13.8,NA,NA
7265,DX211,DX-13,DX-13.8,NA,NA
72660,DX211,DX-13,DX-13.8,NA,NA
72661,DX211,DX-13,DX-13.8,NA,NA
72662,DX211,DX-13,DX-13.8,NA,NA
72663,DX211,DX-13,DX-13.8,NA,NA
72664,DX211,DX-13,DX-13.8,NA,NA
72665,DX211,DX-13,DX-13.8,NA,NA
72669,DX211,DX-13,DX-13.8,NA,NA
72670,DX211,DX-13,DX-13.8,NA,NA
72671,DX211,DX-13,DX-13.8,NA,NA
72672,DX211,DX-13,DX-13.8,NA,NA
72673,DX211,DX-13,DX-13.8,NA,NA
72679,DX211,DX-13,DX-13.8,NA,NA
7268,DX211,DX-13,DX-13.8,NA,NA
72690,DX211,DX-13,DX-13.8,NA,NA
72691,DX211,DX-13,DX-13.8,NA,NA
72700,DX211,DX-13,DX-13.8,NA,NA
72701,DX211,DX-13,DX-13.8,NA,NA
72702,DX211,DX-13,DX-13.8,NA,NA
72703,DX211,DX-13,DX-13.8,NA,NA
72704,DX211,DX-13,DX-13.8,NA,NA
72705,DX211,DX-13,DX-13.8,NA,NA
72706,DX211,DX-13,DX-13.8,NA,NA
72709,DX211,DX-13,DX-13.8,NA,NA
7272,DX211,DX-13,DX-13.8,NA,NA
7273,DX211,DX-13,DX-13.8,NA,NA
72740,DX211,DX-13,DX-13.8,NA,NA
72741,DX211,DX-13,DX-13.8,NA,NA
72742,DX211,DX-13,DX-13.8,NA,NA
72743,DX211,DX-13,DX-13.8,NA,NA
72749,DX211,DX-13,DX-13.8,NA,NA
72750,DX211,DX-13,DX-13.8,NA,NA
72751,DX211,DX-13,DX-13.8,NA,NA
72759,DX211,DX-13,DX-13.8,NA,NA
72760,DX211,DX-13,DX-13.8,NA,NA
72761,DX211,DX-13,DX-13.8,NA,NA
72762,DX211,DX-13,DX-13.8,NA,NA
72763,DX211,DX-13,DX-13.8,NA,NA
72764,DX211,DX-13,DX-13.8,NA,NA
72765,DX211,DX-13,DX-13.8,NA,NA
72766,DX211,DX-13,DX-13.8,NA,NA
72767,DX211,DX-13,DX-13.8,NA,NA
72768,DX211,DX-13,DX-13.8,NA,NA
72769,DX211,DX-13,DX-13.8,NA,NA
72781,DX211,DX-13,DX-13.8,NA,NA
72782,DX211,DX-13,DX-13.8,NA,NA
72783,DX211,DX-13,DX-13.8,NA,NA
72789,DX211,DX-13,DX-13.8,NA,NA
7279,DX211,DX-13,DX-13.8,NA,NA
7280,DX211,DX-13,DX-13.8,NA,NA
72810,DX211,DX-13,DX-13.8,NA,NA
72811,DX211,DX-13,DX-13.8,NA,NA
72812,DX211,DX-13,DX-13.8,NA,NA
72813,DX211,DX-13,DX-13.8,NA,NA
72819,DX211,DX-13,DX-13.8,NA,NA
7282,DX211,DX-13,DX-13.8,NA,NA
7283,DX211,DX-13,DX-13.8,NA,NA
7284,DX211,DX-13,DX-13.8,NA,NA
7285,DX211,DX-13,DX-13.8,NA,NA
7286,DX211,DX-13,DX-13.8,NA,NA
72871,DX211,DX-13,DX-13.8,NA,NA
72879,DX211,DX-13,DX-13.8,NA,NA
72881,DX211,DX-13,DX-13.8,NA,NA
72882,DX211,DX-13,DX-13.8,NA,NA
72883,DX211,DX-13,DX-13.8,NA,NA
72884,DX211,DX-13,DX-13.8,NA,NA
72885,DX211,DX-13,DX-13.8,NA,NA
72886,DX211,DX-13,DX-13.8,NA,NA
72887,DX211,DX-13,DX-13.8,NA,NA
72888,DX211,DX-13,DX-13.8,NA,NA
72889,DX211,DX-13,DX-13.8,NA,NA
7289,DX211,DX-13,DX-13.8,NA,NA
7290,DX211,DX-13,DX-13.8,NA,NA
7291,DX211,DX-13,DX-13.8,NA,NA
7292,DX211,DX-13,DX-13.8,NA,NA
72930,DX211,DX-13,DX-13.8,NA,NA
72931,DX211,DX-13,DX-13.8,NA,NA
72939,DX211,DX-13,DX-13.8,NA,NA
7294,DX211,DX-13,DX-13.8,NA,NA
7295,DX211,DX-13,DX-13.8,NA,NA
7296,DX211,DX-13,DX-13.8,NA,NA
72971,DX211,DX-13,DX-13.8,NA,NA
72972,DX211,DX-13,DX-13.8,NA,NA
72973,DX211,DX-13,DX-13.8,NA,NA
72979,DX211,DX-13,DX-13.8,NA,NA
72981,DX211,DX-13,DX-13.8,NA,NA
72982,DX211,DX-13,DX-13.8,NA,NA
72989,DX211,DX-13,DX-13.8,NA,NA
7299,DX211,DX-13,DX-13.8,NA,NA
72990,DX211,DX-13,DX-13.8,NA,NA
72991,DX211,DX-13,DX-13.8,NA,NA
72992,DX211,DX-13,DX-13.8,NA,NA
72999,DX211,DX-13,DX-13.8,NA,NA
7819,DX211,DX-13,DX-13.8,NA,NA
78191,DX211,DX-13,DX-13.8,NA,NA
78192,DX211,DX-13,DX-13.8,NA,NA
78194,DX211,DX-13,DX-13.8,NA,NA
78199,DX211,DX-13,DX-13.8,NA,NA
7937,DX211,DX-13,DX-13.8,NA,NA
V135,DX211,DX-13,DX-13.8,NA,NA
V1359,DX211,DX-13,DX-13.8,NA,NA
V436,DX211,DX-13,DX-13.8,NA,NA
V4360,DX211,DX-13,DX-13.8,NA,NA
V4361,DX211,DX-13,DX-13.8,NA,NA
V4362,DX211,DX-13,DX-13.8,NA,NA
V4363,DX211,DX-13,DX-13.8,NA,NA
V4364,DX211,DX-13,DX-13.8,NA,NA
V4365,DX211,DX-13,DX-13.8,NA,NA
V4366,DX211,DX-13,DX-13.8,NA,NA
V4369,DX211,DX-13,DX-13.8,NA,NA
V437,DX211,DX-13,DX-13.8,NA,NA
V454,DX211,DX-13,DX-13.8,NA,NA
V481,DX211,DX-13,DX-13.8,NA,NA
V482,DX211,DX-13,DX-13.8,NA,NA
V483,DX211,DX-13,DX-13.8,NA,NA
V490,DX211,DX-13,DX-13.8,NA,NA
V491,DX211,DX-13,DX-13.8,NA,NA
V492,DX211,DX-13,DX-13.8,NA,NA
V495,DX211,DX-13,DX-13.8,NA,NA
V4960,DX211,DX-13,DX-13.8,NA,NA
V4961,DX211,DX-13,DX-13.8,NA,NA
V4962,DX211,DX-13,DX-13.8,NA,NA
V4963,DX211,DX-13,DX-13.8,NA,NA
V4964,DX211,DX-13,DX-13.8,NA,NA
V4965,DX211,DX-13,DX-13.8,NA,NA
V4966,DX211,DX-13,DX-13.8,NA,NA
V4967,DX211,DX-13,DX-13.8,NA,NA
V4970,DX211,DX-13,DX-13.8,NA,NA
V4971,DX211,DX-13,DX-13.8,NA,NA
V4972,DX211,DX-13,DX-13.8,NA,NA
V4973,DX211,DX-13,DX-13.8,NA,NA
V4974,DX211,DX-13,DX-13.8,NA,NA
V4975,DX211,DX-13,DX-13.8,NA,NA
V4976,DX211,DX-13,DX-13.8,NA,NA
V4977,DX211,DX-13,DX-13.8,NA,NA
V537,DX211,DX-13,DX-13.8,NA,NA
7310,DX212,DX-13,DX-13.9,NA,NA
7311,DX212,DX-13,DX-13.9,NA,NA
7312,DX212,DX-13,DX-13.9,NA,NA
7313,DX212,DX-13,DX-13.9,NA,NA
7318,DX212,DX-13,DX-13.9,NA,NA
7320,DX212,DX-13,DX-13.9,NA,NA
7321,DX212,DX-13,DX-13.9,NA,NA
7322,DX212,DX-13,DX-13.9,NA,NA
7323,DX212,DX-13,DX-13.9,NA,NA
7324,DX212,DX-13,DX-13.9,NA,NA
7325,DX212,DX-13,DX-13.9,NA,NA
7326,DX212,DX-13,DX-13.9,NA,NA
7327,DX212,DX-13,DX-13.9,NA,NA
7328,DX212,DX-13,DX-13.9,NA,NA
7329,DX212,DX-13,DX-13.9,NA,NA
73320,DX212,DX-13,DX-13.9,NA,NA
73321,DX212,DX-13,DX-13.9,NA,NA
73322,DX212,DX-13,DX-13.9,NA,NA
73329,DX212,DX-13,DX-13.9,NA,NA
7333,DX212,DX-13,DX-13.9,NA,NA
73340,DX212,DX-13,DX-13.9,NA,NA
73341,DX212,DX-13,DX-13.9,NA,NA
73342,DX212,DX-13,DX-13.9,NA,NA
73343,DX212,DX-13,DX-13.9,NA,NA
73344,DX212,DX-13,DX-13.9,NA,NA
73345,DX212,DX-13,DX-13.9,NA,NA
73349,DX212,DX-13,DX-13.9,NA,NA
7335,DX212,DX-13,DX-13.9,NA,NA
7336,DX212,DX-13,DX-13.9,NA,NA
7337,DX212,DX-13,DX-13.9,NA,NA
73381,DX212,DX-13,DX-13.9,NA,NA
73382,DX212,DX-13,DX-13.9,NA,NA
73390,DX212,DX-13,DX-13.9,NA,NA
73391,DX212,DX-13,DX-13.9,NA,NA
73392,DX212,DX-13,DX-13.9,NA,NA
73399,DX212,DX-13,DX-13.9,NA,NA
73730,DX212,DX-13,DX-13.9,NA,NA
73731,DX212,DX-13,DX-13.9,NA,NA
73732,DX212,DX-13,DX-13.9,NA,NA
7390,DX212,DX-13,DX-13.9,NA,NA
7391,DX212,DX-13,DX-13.9,NA,NA
7392,DX212,DX-13,DX-13.9,NA,NA
7393,DX212,DX-13,DX-13.9,NA,NA
7394,DX212,DX-13,DX-13.9,NA,NA
7395,DX212,DX-13,DX-13.9,NA,NA
7396,DX212,DX-13,DX-13.9,NA,NA
7397,DX212,DX-13,DX-13.9,NA,NA
7398,DX212,DX-13,DX-13.9,NA,NA
7399,DX212,DX-13,DX-13.9,NA,NA
V424,DX212,DX-13,DX-13.9,NA,NA
V486,DX212,DX-13,DX-13.9,NA,NA
V487,DX212,DX-13,DX-13.9,NA,NA
V494,DX212,DX-13,DX-13.9,NA,NA
V8821,DX212,DX-13,DX-13.9,NA,NA
V8822,DX212,DX-13,DX-13.9,NA,NA
V8829,DX212,DX-13,DX-13.9,NA,NA
7450,DX213,DX-14,DX-14.1,DX-14.1.18,NA
74510,DX213,DX-14,DX-14.1,DX-14.1.1,NA
74511,DX213,DX-14,DX-14.1,DX-14.1.12,NA
74512,DX213,DX-14,DX-14.1,DX-14.1.18,NA
74519,DX213,DX-14,DX-14.1,DX-14.1.18,NA
7452,DX213,DX-14,DX-14.1,DX-14.1.2,NA
7453,DX213,DX-14,DX-14.1,DX-14.1.13,NA
7454,DX213,DX-14,DX-14.1,DX-14.1.3,NA
7455,DX213,DX-14,DX-14.1,DX-14.1.4,NA
74560,DX213,DX-14,DX-14.1,DX-14.1.5,NA
74561,DX213,DX-14,DX-14.1,DX-14.1.5,NA
74569,DX213,DX-14,DX-14.1,DX-14.1.5,NA
7457,DX213,DX-14,DX-14.1,DX-14.1.18,NA
7458,DX213,DX-14,DX-14.1,DX-14.1.18,NA
7459,DX213,DX-14,DX-14.1,DX-14.1.18,NA
74600,DX213,DX-14,DX-14.1,DX-14.1.6,NA
74601,DX213,DX-14,DX-14.1,DX-14.1.6,NA
74602,DX213,DX-14,DX-14.1,DX-14.1.6,NA
74609,DX213,DX-14,DX-14.1,DX-14.1.6,NA
7461,DX213,DX-14,DX-14.1,DX-14.1.19,NA
7462,DX213,DX-14,DX-14.1,DX-14.1.19,NA
7463,DX213,DX-14,DX-14.1,DX-14.1.7,NA
7464,DX213,DX-14,DX-14.1,DX-14.1.14,NA
7465,DX213,DX-14,DX-14.1,DX-14.1.19,NA
7466,DX213,DX-14,DX-14.1,DX-14.1.19,NA
7467,DX213,DX-14,DX-14.1,DX-14.1.15,NA
74681,DX213,DX-14,DX-14.1,DX-14.1.20,NA
74682,DX213,DX-14,DX-14.1,DX-14.1.20,NA
74683,DX213,DX-14,DX-14.1,DX-14.1.20,NA
74684,DX213,DX-14,DX-14.1,DX-14.1.20,NA
74685,DX213,DX-14,DX-14.1,DX-14.1.20,NA
74686,DX213,DX-14,DX-14.1,DX-14.1.20,NA
74687,DX213,DX-14,DX-14.1,DX-14.1.20,NA
74689,DX213,DX-14,DX-14.1,DX-14.1.20,NA
7469,DX213,DX-14,DX-14.1,DX-14.1.20,NA
7470,DX213,DX-14,DX-14.1,DX-14.1.8,NA
74710,DX213,DX-14,DX-14.1,DX-14.1.9,NA
74711,DX213,DX-14,DX-14.1,DX-14.1.21,NA
74720,DX213,DX-14,DX-14.1,DX-14.1.21,NA
74721,DX213,DX-14,DX-14.1,DX-14.1.21,NA
74722,DX213,DX-14,DX-14.1,DX-14.1.21,NA
74729,DX213,DX-14,DX-14.1,DX-14.1.21,NA
7473,DX213,DX-14,DX-14.1,DX-14.1.10,NA
74731,DX213,DX-14,DX-14.1,DX-14.1.10,NA
74732,DX213,DX-14,DX-14.1,DX-14.1.10,NA
74739,DX213,DX-14,DX-14.1,DX-14.1.10,NA
74740,DX213,DX-14,DX-14.1,DX-14.1.22,NA
74741,DX213,DX-14,DX-14.1,DX-14.1.22,NA
74742,DX213,DX-14,DX-14.1,DX-14.1.22,NA
74749,DX213,DX-14,DX-14.1,DX-14.1.22,NA
7475,DX213,DX-14,DX-14.1,DX-14.1.22,NA
7476,DX213,DX-14,DX-14.1,DX-14.1.22,NA
74760,DX213,DX-14,DX-14.1,DX-14.1.22,NA
74761,DX213,DX-14,DX-14.1,DX-14.1.16,NA
74762,DX213,DX-14,DX-14.1,DX-14.1.22,NA
74763,DX213,DX-14,DX-14.1,DX-14.1.22,NA
74764,DX213,DX-14,DX-14.1,DX-14.1.22,NA
74769,DX213,DX-14,DX-14.1,DX-14.1.22,NA
74781,DX213,DX-14,DX-14.1,DX-14.1.11,NA
74782,DX213,DX-14,DX-14.1,DX-14.1.22,NA
74783,DX213,DX-14,DX-14.1,DX-14.1.17,NA
74789,DX213,DX-14,DX-14.1,DX-14.1.22,NA
7479,DX213,DX-14,DX-14.1,DX-14.1.22,NA
V1365,DX213,DX-14,DX-14.1,NA,NA
7500,DX214,DX-14,DX-14.2,DX-14.2.8,NA
75010,DX214,DX-14,DX-14.2,DX-14.2.8,NA
75011,DX214,DX-14,DX-14.2,DX-14.2.8,NA
75012,DX214,DX-14,DX-14.2,DX-14.2.8,NA
75013,DX214,DX-14,DX-14.2,DX-14.2.8,NA
75015,DX214,DX-14,DX-14.2,DX-14.2.8,NA
75016,DX214,DX-14,DX-14.2,DX-14.2.8,NA
75019,DX214,DX-14,DX-14.2,DX-14.2.8,NA
75021,DX214,DX-14,DX-14.2,DX-14.2.8,NA
75022,DX214,DX-14,DX-14.2,DX-14.2.8,NA
75023,DX214,DX-14,DX-14.2,DX-14.2.8,NA
75024,DX214,DX-14,DX-14.2,DX-14.2.8,NA
75025,DX214,DX-14,DX-14.2,DX-14.2.8,NA
75026,DX214,DX-14,DX-14.2,DX-14.2.8,NA
75027,DX214,DX-14,DX-14.2,DX-14.2.8,NA
75029,DX214,DX-14,DX-14.2,DX-14.2.8,NA
7503,DX214,DX-14,DX-14.2,DX-14.2.1,NA
7504,DX214,DX-14,DX-14.2,DX-14.2.8,NA
7505,DX214,DX-14,DX-14.2,DX-14.2.2,NA
7506,DX214,DX-14,DX-14.2,DX-14.2.8,NA
7507,DX214,DX-14,DX-14.2,DX-14.2.8,NA
7508,DX214,DX-14,DX-14.2,DX-14.2.8,NA
7509,DX214,DX-14,DX-14.2,DX-14.2.8,NA
7510,DX214,DX-14,DX-14.2,DX-14.2.5,NA
7511,DX214,DX-14,DX-14.2,DX-14.2.6,NA
7512,DX214,DX-14,DX-14.2,DX-14.2.3,NA
7513,DX214,DX-14,DX-14.2,DX-14.2.4,NA
7514,DX214,DX-14,DX-14.2,DX-14.2.7,NA
7515,DX214,DX-14,DX-14.2,DX-14.2.9,NA
75160,DX214,DX-14,DX-14.2,DX-14.2.9,NA
75161,DX214,DX-14,DX-14.2,DX-14.2.9,NA
75162,DX214,DX-14,DX-14.2,DX-14.2.9,NA
75169,DX214,DX-14,DX-14.2,DX-14.2.9,NA
7517,DX214,DX-14,DX-14.2,DX-14.2.9,NA
7518,DX214,DX-14,DX-14.2,DX-14.2.9,NA
7519,DX214,DX-14,DX-14.2,DX-14.2.9,NA
V1367,DX214,DX-14,DX-14.2,NA,NA
7520,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75210,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75211,DX215,DX-14,DX-14.3,DX-14.3.6,NA
75219,DX215,DX-14,DX-14.3,DX-14.3.7,NA
7522,DX215,DX-14,DX-14.3,DX-14.3.7,NA
7523,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75231,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75232,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75233,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75234,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75235,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75236,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75239,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75240,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75241,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75242,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75243,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75244,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75245,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75246,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75247,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75249,DX215,DX-14,DX-14.3,DX-14.3.7,NA
7525,DX215,DX-14,DX-14.3,DX-14.3.1,NA
75251,DX215,DX-14,DX-14.3,DX-14.3.1,NA
75252,DX215,DX-14,DX-14.3,DX-14.3.1,NA
7526,DX215,DX-14,DX-14.3,DX-14.3.2,NA
75261,DX215,DX-14,DX-14.3,DX-14.3.2,NA
75262,DX215,DX-14,DX-14.3,DX-14.3.2,NA
75263,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75264,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75265,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75269,DX215,DX-14,DX-14.3,DX-14.3.7,NA
7527,DX215,DX-14,DX-14.3,DX-14.3.7,NA
7528,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75281,DX215,DX-14,DX-14.3,DX-14.3.7,NA
75289,DX215,DX-14,DX-14.3,DX-14.3.7,NA
7529,DX215,DX-14,DX-14.3,DX-14.3.7,NA
7530,DX215,DX-14,DX-14.3,DX-14.3.8,NA
7531,DX215,DX-14,DX-14.3,DX-14.3.5,NA
75310,DX215,DX-14,DX-14.3,DX-14.3.5,NA
75311,DX215,DX-14,DX-14.3,DX-14.3.5,NA
75312,DX215,DX-14,DX-14.3,DX-14.3.4,NA
75313,DX215,DX-14,DX-14.3,DX-14.3.4,NA
75314,DX215,DX-14,DX-14.3,DX-14.3.4,NA
75315,DX215,DX-14,DX-14.3,DX-14.3.5,NA
75316,DX215,DX-14,DX-14.3,DX-14.3.5,NA
75317,DX215,DX-14,DX-14.3,DX-14.3.5,NA
75319,DX215,DX-14,DX-14.3,DX-14.3.5,NA
7532,DX215,DX-14,DX-14.3,DX-14.3.3,NA
75320,DX215,DX-14,DX-14.3,DX-14.3.3,NA
75321,DX215,DX-14,DX-14.3,DX-14.3.3,NA
75322,DX215,DX-14,DX-14.3,DX-14.3.3,NA
75323,DX215,DX-14,DX-14.3,DX-14.3.3,NA
75329,DX215,DX-14,DX-14.3,DX-14.3.3,NA
7533,DX215,DX-14,DX-14.3,DX-14.3.8,NA
7534,DX215,DX-14,DX-14.3,DX-14.3.8,NA
7535,DX215,DX-14,DX-14.3,DX-14.3.8,NA
7536,DX215,DX-14,DX-14.3,DX-14.3.8,NA
7537,DX215,DX-14,DX-14.3,DX-14.3.8,NA
7538,DX215,DX-14,DX-14.3,DX-14.3.8,NA
7539,DX215,DX-14,DX-14.3,DX-14.3.8,NA
V1361,DX215,DX-14,DX-14.3,DX-14.3.2,NA
V1362,DX215,DX-14,DX-14.3,NA,NA
7400,DX216,DX-14,DX-14.4,DX-14.4.5,NA
7401,DX216,DX-14,DX-14.4,DX-14.4.5,NA
7402,DX216,DX-14,DX-14.4,DX-14.4.5,NA
74100,DX216,DX-14,DX-14.4,DX-14.4.1,NA
74101,DX216,DX-14,DX-14.4,DX-14.4.1,NA
74102,DX216,DX-14,DX-14.4,DX-14.4.1,NA
74103,DX216,DX-14,DX-14.4,DX-14.4.1,NA
74190,DX216,DX-14,DX-14.4,DX-14.4.1,NA
74191,DX216,DX-14,DX-14.4,DX-14.4.1,NA
74192,DX216,DX-14,DX-14.4,DX-14.4.1,NA
74193,DX216,DX-14,DX-14.4,DX-14.4.1,NA
7420,DX216,DX-14,DX-14.4,DX-14.4.5,NA
7421,DX216,DX-14,DX-14.4,DX-14.4.4,NA
7422,DX216,DX-14,DX-14.4,DX-14.4.5,NA
7423,DX216,DX-14,DX-14.4,DX-14.4.2,NA
7424,DX216,DX-14,DX-14.4,DX-14.4.5,NA
74251,DX216,DX-14,DX-14.4,DX-14.4.3,NA
74253,DX216,DX-14,DX-14.4,DX-14.4.3,NA
74259,DX216,DX-14,DX-14.4,DX-14.4.3,NA
7428,DX216,DX-14,DX-14.4,DX-14.4.5,NA
7429,DX216,DX-14,DX-14.4,DX-14.4.5,NA
V1363,DX216,DX-14,DX-14.4,NA,NA
74300,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74303,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74306,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74310,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74311,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74312,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74320,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74321,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74322,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74330,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74331,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74332,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74333,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74334,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74335,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74336,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74337,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74339,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74341,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74342,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74343,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74344,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74345,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74346,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74347,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74348,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74349,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74351,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74352,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74353,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74354,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74355,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74356,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74357,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74358,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74359,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74361,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74362,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74363,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74364,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74365,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74366,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74369,DX217,DX-14,DX-14.5,DX-14.5.3,NA
7438,DX217,DX-14,DX-14.5,DX-14.5.3,NA
7439,DX217,DX-14,DX-14.5,DX-14.5.3,NA
74400,DX217,DX-14,DX-14.5,DX-14.5.6,NA
74401,DX217,DX-14,DX-14.5,DX-14.5.6,NA
74402,DX217,DX-14,DX-14.5,DX-14.5.6,NA
74403,DX217,DX-14,DX-14.5,DX-14.5.6,NA
74404,DX217,DX-14,DX-14.5,DX-14.5.6,NA
74405,DX217,DX-14,DX-14.5,DX-14.5.6,NA
74409,DX217,DX-14,DX-14.5,DX-14.5.6,NA
7441,DX217,DX-14,DX-14.5,DX-14.5.6,NA
74421,DX217,DX-14,DX-14.5,DX-14.5.6,NA
74422,DX217,DX-14,DX-14.5,DX-14.5.6,NA
74423,DX217,DX-14,DX-14.5,DX-14.5.4,NA
74424,DX217,DX-14,DX-14.5,DX-14.5.6,NA
74429,DX217,DX-14,DX-14.5,DX-14.5.6,NA
7443,DX217,DX-14,DX-14.5,DX-14.5.6,NA
74441,DX217,DX-14,DX-14.5,DX-14.5.5,NA
74442,DX217,DX-14,DX-14.5,DX-14.5.5,NA
74443,DX217,DX-14,DX-14.5,DX-14.5.6,NA
