I9_PR,CCS,CCS_lvl1,CCS_lvl2,CCS_lvl3
3848,PR61,PR-7,PR-7.19,PR-7.19.2
3849,PR61,PR-7,PR-7.19,PR-7.19.2
3850,PR61,PR-7,PR-7.19,PR-7.19.2
3853,PR61,PR-7,PR-7.19,PR-7.19.2
3855,PR61,PR-7,PR-7.19,PR-7.19.2
3857,PR61,PR-7,PR-7.19,PR-7.19.2
3860,PR61,PR-7,PR-7.19,PR-7.19.2
3863,PR61,PR-7,PR-7.19,PR-7.19.2
3865,PR61,PR-7,PR-7.19,PR-7.19.2
3866,PR61,PR-7,PR-7.19,PR-7.19.2
3867,PR61,PR-7,PR-7.19,PR-7.19.2
3868,PR61,PR-7,PR-7.19,PR-7.19.2
3869,PR61,PR-7,PR-7.19,PR-7.19.2
387,PR61,PR-7,PR-7.19,PR-7.19.1
3880,PR61,PR-7,PR-7.19,PR-7.19.2
3883,PR61,PR-7,PR-7.19,PR-7.19.2
3884,PR61,PR-7,PR-7.19,PR-7.19.2
3885,PR61,PR-7,PR-7.19,PR-7.19.2
3886,PR61,PR-7,PR-7.19,PR-7.19.2
3887,PR61,PR-7,PR-7.19,PR-7.19.2
3888,PR61,PR-7,PR-7.19,PR-7.19.2
3889,PR61,PR-7,PR-7.19,PR-7.19.2
3930,PR61,PR-7,PR-7.19,PR-7.19.2
3931,PR61,PR-7,PR-7.19,PR-7.19.2
3932,PR61,PR-7,PR-7.19,PR-7.19.2
3941,PR61,PR-7,PR-7.19,PR-7.19.2
3949,PR61,PR-7,PR-7.19,PR-7.19.2
3950,PR61,PR-7,PR-7.19,NA
3951,PR61,PR-7,PR-7.19,PR-7.19.2
3952,PR61,PR-7,PR-7.19,PR-7.19.2
3953,PR61,PR-7,PR-7.19,PR-7.19.2
3954,PR61,PR-7,PR-7.19,PR-7.19.2
3955,PR61,PR-7,PR-7.19,PR-7.19.2
3956,PR61,PR-7,PR-7.19,PR-7.19.2
3957,PR61,PR-7,PR-7.19,PR-7.19.2
3958,PR61,PR-7,PR-7.19,PR-7.19.2
3959,PR61,PR-7,PR-7.19,PR-7.19.2
397,PR61,PR-7,PR-7.19,PR-7.19.2
3977,PR61,PR-7,PR-7.19,NA
3979,PR61,PR-7,PR-7.19,NA
398,PR61,PR-7,PR-7.19,PR-7.19.2
3990,PR61,PR-7,PR-7.19,PR-7.19.2
3991,PR61,PR-7,PR-7.19,PR-7.19.2
3992,PR61,PR-7,PR-7.19,PR-7.19.2
3994,PR61,PR-7,PR-7.19,PR-7.19.2
3998,PR61,PR-7,PR-7.19,PR-7.19.2
3999,PR61,PR-7,PR-7.19,PR-7.19.2
6824,PR61,PR-7,PR-7.19,NA
6825,PR61,PR-7,PR-7.19,NA
3720,PR62,PR-7,PR-7.20,NA
3724,PR62,PR-7,PR-7.20,NA
3725,PR62,PR-7,PR-7.20,NA
3726,PR62,PR-7,PR-7.20,NA
3727,PR62,PR-7,PR-7.20,NA
3728,PR62,PR-7,PR-7.20,NA
3729,PR62,PR-7,PR-7.20,NA
3821,PR62,PR-7,PR-7.20,NA
3822,PR62,PR-7,PR-7.20,NA
3826,PR62,PR-7,PR-7.20,NA
3829,PR62,PR-7,PR-7.20,NA
0049,PR63,PR-7,PR-7.21,NA
0060,PR63,PR-7,PR-7.21,NA
3606,PR63,PR-7,PR-7.21,NA
3607,PR63,PR-7,PR-7.21,NA
370,PR63,PR-7,PR-7.21,NA
3792,PR63,PR-7,PR-7.21,NA
3793,PR63,PR-7,PR-7.21,NA
3894,PR63,PR-7,PR-7.21,NA
3895,PR63,PR-7,PR-7.21,NA
3996,PR63,PR-7,PR-7.21,NA
3997,PR63,PR-7,PR-7.21,NA
9744,PR63,PR-7,PR-7.21,NA
410,PR64,PR-8,PR-8.1,NA
4100,PR64,PR-8,PR-8.1,NA
4101,PR64,PR-8,PR-8.1,NA
4102,PR64,PR-8,PR-8.1,NA
4103,PR64,PR-8,PR-8.1,NA
4104,PR64,PR-8,PR-8.1,NA
4105,PR64,PR-8,PR-8.1,NA
4106,PR64,PR-8,PR-8.1,NA
4107,PR64,PR-8,PR-8.1,NA
4108,PR64,PR-8,PR-8.1,NA
4109,PR64,PR-8,PR-8.1,NA
4131,PR65,PR-8,PR-8.2,NA
411,PR66,PR-8,PR-8.3,NA
412,PR66,PR-8,PR-8.3,NA
4141,PR66,PR-8,PR-8.3,NA
4142,PR66,PR-8,PR-8.3,NA
4143,PR66,PR-8,PR-8.3,NA
415,PR66,PR-8,PR-8.3,NA
4193,PR66,PR-8,PR-8.3,NA
4195,PR66,PR-8,PR-8.3,NA
4199,PR66,PR-8,PR-8.3,NA
400,PR67,PR-8,PR-8.4,PR-8.4.5
4011,PR67,PR-8,PR-8.4,PR-8.4.1
4019,PR67,PR-8,PR-8.4,PR-8.4.5
4021,PR67,PR-8,PR-8.4,PR-8.4.2
4022,PR67,PR-8,PR-8.4,PR-8.4.2
4023,PR67,PR-8,PR-8.4,PR-8.4.2
4024,PR67,PR-8,PR-8.4,PR-8.4.2
4029,PR67,PR-8,PR-8.4,PR-8.4.2
403,PR67,PR-8,PR-8.4,PR-8.4.3
4040,PR67,PR-8,PR-8.4,PR-8.4.4
4041,PR67,PR-8,PR-8.4,PR-8.4.4
4042,PR67,PR-8,PR-8.4,PR-8.4.4
4050,PR67,PR-8,PR-8.4,PR-8.4.4
4051,PR67,PR-8,PR-8.4,PR-8.4.4
4052,PR67,PR-8,PR-8.4,PR-8.4.4
4053,PR67,PR-8,PR-8.4,PR-8.4.4
4054,PR67,PR-8,PR-8.4,PR-8.4.4
4059,PR67,PR-8,PR-8.4,PR-8.4.4
4061,PR67,PR-8,PR-8.4,PR-8.4.5
4062,PR67,PR-8,PR-8.4,PR-8.4.5
4063,PR67,PR-8,PR-8.4,PR-8.4.5
4064,PR67,PR-8,PR-8.4,PR-8.4.5
4069,PR67,PR-8,PR-8.4,PR-8.4.5
409,PR67,PR-8,PR-8.4,PR-8.4.5
4132,PR67,PR-8,PR-8.4,PR-8.4.5
4133,PR67,PR-8,PR-8.4,PR-8.4.5
4138,PR67,PR-8,PR-8.4,PR-8.4.5
4139,PR67,PR-8,PR-8.4,PR-8.4.5
4191,PR67,PR-8,PR-8.4,PR-8.4.5
4192,PR67,PR-8,PR-8.4,PR-8.4.5
4198,PR67,PR-8,PR-8.4,PR-8.4.5
4291,PR68,PR-9,PR-9.1,PR-9.1.1
4292,PR69,PR-9,PR-9.1,PR-9.1.2
4223,PR70,PR-9,PR-9.2,PR-9.2.1
4224,PR70,PR-9,PR-9.2,PR-9.2.1
4413,PR70,PR-9,PR-9.2,PR-9.2.2
4414,PR70,PR-9,PR-9.2,PR-9.2.2
4513,PR70,PR-9,PR-9.2,PR-9.2.3
4514,PR70,PR-9,PR-9.2,PR-9.2.5
4516,PR70,PR-9,PR-9.2,PR-9.2.4
431,PR71,PR-9,PR-9.3,NA
4311,PR71,PR-9,PR-9.3,NA
4319,PR71,PR-9,PR-9.3,NA
432,PR71,PR-9,PR-9.3,NA
4432,PR71,PR-9,PR-9.3,NA
4610,PR72,PR-9,PR-9.4,NA
4611,PR72,PR-9,PR-9.4,NA
4612,PR72,PR-9,PR-9.4,NA
4613,PR72,PR-9,PR-9.4,NA
4614,PR72,PR-9,PR-9.4,NA
4620,PR73,PR-9,PR-9.5,NA
4621,PR73,PR-9,PR-9.5,NA
4622,PR73,PR-9,PR-9.5,NA
4623,PR73,PR-9,PR-9.5,NA
4624,PR73,PR-9,PR-9.5,NA
4631,PR73,PR-9,PR-9.5,NA
4632,PR73,PR-9,PR-9.5,NA
4639,PR73,PR-9,PR-9.5,NA
435,PR74,PR-9,PR-9.6,NA
436,PR74,PR-9,PR-9.6,NA
437,PR74,PR-9,PR-9.6,NA
4381,PR74,PR-9,PR-9.6,NA
4382,PR74,PR-9,PR-9.6,NA
4389,PR74,PR-9,PR-9.6,NA
4391,PR74,PR-9,PR-9.6,NA
4399,PR74,PR-9,PR-9.6,NA
4561,PR75,PR-9,PR-9.7,NA
4562,PR75,PR-9,PR-9.7,NA
4563,PR75,PR-9,PR-9.7,NA
4523,PR76,PR-9,PR-9.8,PR-9.8.2
4524,PR76,PR-9,PR-9.8,PR-9.8.2
4525,PR76,PR-9,PR-9.8,PR-9.8.1
4823,PR77,PR-9,PR-9.9,NA
4824,PR77,PR-9,PR-9.9,NA
4826,PR77,PR-9,PR-9.9,NA
4921,PR77,PR-9,PR-9.9,NA
4922,PR77,PR-9,PR-9.9,NA
4923,PR77,PR-9,PR-9.9,NA
1731,PR78,PR-9,PR-9.10,PR-9.10.5
1732,PR78,PR-9,PR-9.10,PR-9.10.5
1733,PR78,PR-9,PR-9.10,PR-9.10.1
1734,PR78,PR-9,PR-9.10,PR-9.10.5
1735,PR78,PR-9,PR-9.10,PR-9.10.2
1736,PR78,PR-9,PR-9.10,PR-9.10.3
1739,PR78,PR-9,PR-9.10,PR-9.10.5
4571,PR78,PR-9,PR-9.10,PR-9.10.5
4572,PR78,PR-9,PR-9.10,PR-9.10.5
4573,PR78,PR-9,PR-9.10,PR-9.10.1
4574,PR78,PR-9,PR-9.10,PR-9.10.5
4575,PR78,PR-9,PR-9.10,PR-9.10.2
4576,PR78,PR-9,PR-9.10,PR-9.10.3
4579,PR78,PR-9,PR-9.10,PR-9.10.5
458,PR78,PR-9,PR-9.10,PR-9.10.5
4581,PR78,PR-9,PR-9.10,PR-9.10.5
4582,PR78,PR-9,PR-9.10,PR-9.10.5
4583,PR78,PR-9,PR-9.10,PR-9.10.5
4840,PR78,PR-9,PR-9.10,PR-9.10.4
4841,PR78,PR-9,PR-9.10,PR-9.10.4
4842,PR78,PR-9,PR-9.10,PR-9.10.4
4843,PR78,PR-9,PR-9.10,PR-9.10.4
4849,PR78,PR-9,PR-9.10,PR-9.10.4
485,PR78,PR-9,PR-9.10,PR-9.10.4
4850,PR78,PR-9,PR-9.10,PR-9.10.4
4851,PR78,PR-9,PR-9.10,PR-9.10.4
4852,PR78,PR-9,PR-9.10,PR-9.10.4
4859,PR78,PR-9,PR-9.10,PR-9.10.4
4861,PR78,PR-9,PR-9.10,PR-9.10.4
4862,PR78,PR-9,PR-9.10,PR-9.10.4
4863,PR78,PR-9,PR-9.10,PR-9.10.4
4864,PR78,PR-9,PR-9.10,PR-9.10.4
4865,PR78,PR-9,PR-9.10,PR-9.10.4
4866,PR78,PR-9,PR-9.10,PR-9.10.4
4869,PR78,PR-9,PR-9.10,PR-9.10.4
4541,PR79,PR-9,PR-9.11,NA
470,PR80,PR-9,PR-9.12,NA
4701,PR80,PR-9,PR-9.12,NA
4709,PR80,PR-9,PR-9.12,NA
471,PR80,PR-9,PR-9.12,NA
4711,PR80,PR-9,PR-9.12,NA
4719,PR80,PR-9,PR-9.12,NA
4941,PR81,PR-9,PR-9.13,NA
4942,PR81,PR-9,PR-9.13,NA
4943,PR81,PR-9,PR-9.13,NA
4944,PR81,PR-9,PR-9.13,NA
4945,PR81,PR-9,PR-9.13,NA
4946,PR81,PR-9,PR-9.13,NA
4947,PR81,PR-9,PR-9.13,NA
4949,PR81,PR-9,PR-9.13,NA
5110,PR82,PR-9,PR-9.14,NA
5111,PR82,PR-9,PR-9.14,NA
5197,PR82,PR-9,PR-9.14,NA
5213,PR82,PR-9,PR-9.14,NA
5291,PR82,PR-9,PR-9.14,NA
5011,PR83,PR-9,PR-9.15,NA
5012,PR83,PR-9,PR-9.15,NA
5013,PR83,PR-9,PR-9.15,NA
5121,PR84,PR-9,PR-9.16,PR-9.16.1
5122,PR84,PR-9,PR-9.16,PR-9.16.1
5123,PR84,PR-9,PR-9.16,PR-9.16.2
5124,PR84,PR-9,PR-9.16,PR-9.16.2
5141,PR84,PR-9,PR-9.16,PR-9.16.3
5142,PR84,PR-9,PR-9.16,PR-9.16.3
5143,PR84,PR-9,PR-9.16,PR-9.16.3
5149,PR84,PR-9,PR-9.16,PR-9.16.3
5151,PR84,PR-9,PR-9.16,PR-9.16.3
5159,PR84,PR-9,PR-9.16,PR-9.16.3
1711,PR85,PR-9,PR-9.17,PR-9.17.1
1712,PR85,PR-9,PR-9.17,PR-9.17.1
1713,PR85,PR-9,PR-9.17,PR-9.17.1
1721,PR85,PR-9,PR-9.17,PR-9.17.1
1722,PR85,PR-9,PR-9.17,PR-9.17.1
1723,PR85,PR-9,PR-9.17,PR-9.17.1
1724,PR85,PR-9,PR-9.17,PR-9.17.1
5300,PR85,PR-9,PR-9.17,PR-9.17.1
5301,PR85,PR-9,PR-9.17,PR-9.17.1
5302,PR85,PR-9,PR-9.17,PR-9.17.1
5303,PR85,PR-9,PR-9.17,PR-9.17.1
5304,PR85,PR-9,PR-9.17,PR-9.17.1
5305,PR85,PR-9,PR-9.17,PR-9.17.1
5310,PR85,PR-9,PR-9.17,PR-9.17.2
5311,PR85,PR-9,PR-9.17,PR-9.17.2
5312,PR85,PR-9,PR-9.17,PR-9.17.2
5313,PR85,PR-9,PR-9.17,PR-9.17.2
5314,PR85,PR-9,PR-9.17,PR-9.17.2
5315,PR85,PR-9,PR-9.17,PR-9.17.2
5316,PR85,PR-9,PR-9.17,PR-9.17.2
5317,PR85,PR-9,PR-9.17,PR-9.17.2
5321,PR85,PR-9,PR-9.17,PR-9.17.3
5329,PR85,PR-9,PR-9.17,PR-9.17.3
5331,PR85,PR-9,PR-9.17,PR-9.17.3
5339,PR85,PR-9,PR-9.17,PR-9.17.3
5341,PR86,PR-9,PR-9.18,PR-9.18.1
5342,PR86,PR-9,PR-9.18,PR-9.18.1
5343,PR86,PR-9,PR-9.18,PR-9.18.1
5349,PR86,PR-9,PR-9.18,PR-9.18.1
5351,PR86,PR-9,PR-9.18,PR-9.18.2
5359,PR86,PR-9,PR-9.18,PR-9.18.3
5361,PR86,PR-9,PR-9.18,PR-9.18.2
5362,PR86,PR-9,PR-9.18,PR-9.18.2
5363,PR86,PR-9,PR-9.18,PR-9.18.3
5369,PR86,PR-9,PR-9.18,PR-9.18.3
537,PR86,PR-9,PR-9.18,PR-9.18.4
5371,PR86,PR-9,PR-9.18,PR-9.18.4
5372,PR86,PR-9,PR-9.18,PR-9.18.4
5375,PR86,PR-9,PR-9.18,PR-9.18.4
5380,PR86,PR-9,PR-9.18,PR-9.18.4
5381,PR86,PR-9,PR-9.18,PR-9.18.4
5382,PR86,PR-9,PR-9.18,PR-9.18.4
5383,PR86,PR-9,PR-9.18,PR-9.18.4
5384,PR86,PR-9,PR-9.18,PR-9.18.4
539,PR86,PR-9,PR-9.18,PR-9.18.4
5421,PR87,PR-9,PR-9.19,NA
5491,PR88,PR-9,PR-9.20,NA
5411,PR89,PR-9,PR-9.21,NA
545,PR90,PR-9,PR-9.22,NA
5451,PR90,PR-9,PR-9.22,NA
5459,PR90,PR-9,PR-9.22,NA
5498,PR91,PR-9,PR-9.23,NA
4411,PR92,PR-9,PR-9.24,NA
4412,PR92,PR-9,PR-9.24,NA
4415,PR92,PR-9,PR-9.24,NA
4419,PR92,PR-9,PR-9.24,NA
4511,PR92,PR-9,PR-9.24,NA
4512,PR92,PR-9,PR-9.24,NA
4515,PR92,PR-9,PR-9.24,NA
4519,PR92,PR-9,PR-9.24,NA
4521,PR92,PR-9,PR-9.24,NA
4522,PR92,PR-9,PR-9.24,NA
4526,PR92,PR-9,PR-9.24,NA
4527,PR92,PR-9,PR-9.24,NA
4528,PR92,PR-9,PR-9.24,NA
4529,PR92,PR-9,PR-9.24,NA
4821,PR92,PR-9,PR-9.24,NA
4822,PR92,PR-9,PR-9.24,NA
4825,PR92,PR-9,PR-9.24,NA
4829,PR92,PR-9,PR-9.24,NA
4929,PR92,PR-9,PR-9.24,NA
4233,PR93,PR-9,PR-9.25,NA
4281,PR93,PR-9,PR-9.25,NA
4341,PR93,PR-9,PR-9.25,NA
4422,PR93,PR-9,PR-9.25,NA
4443,PR93,PR-9,PR-9.25,NA
4444,PR93,PR-9,PR-9.25,NA
4449,PR93,PR-9,PR-9.25,NA
4462,PR93,PR-9,PR-9.25,NA
4493,PR93,PR-9,PR-9.25,NA
4494,PR93,PR-9,PR-9.25,NA
9606,PR93,PR-9,PR-9.25,NA
9631,PR93,PR-9,PR-9.25,NA
9632,PR93,PR-9,PR-9.25,NA
9633,PR93,PR-9,PR-9.25,NA
9634,PR93,PR-9,PR-9.25,NA
9635,PR93,PR-9,PR-9.25,NA
9701,PR93,PR-9,PR-9.25,NA
9702,PR93,PR-9,PR-9.25,NA
9751,PR93,PR-9,PR-9.25,NA
4201,PR94,PR-9,PR-9.26,NA
4209,PR94,PR-9,PR-9.26,NA
4210,PR94,PR-9,PR-9.26,NA
4211,PR94,PR-9,PR-9.26,NA
4212,PR94,PR-9,PR-9.26,NA
4219,PR94,PR-9,PR-9.26,NA
4231,PR94,PR-9,PR-9.26,NA
4232,PR94,PR-9,PR-9.26,NA
4239,PR94,PR-9,PR-9.26,NA
4240,PR94,PR-9,PR-9.26,NA
4241,PR94,PR-9,PR-9.26,NA
4242,PR94,PR-9,PR-9.26,NA
4251,PR94,PR-9,PR-9.26,NA
4252,PR94,PR-9,PR-9.26,NA
4253,PR94,PR-9,PR-9.26,NA
4254,PR94,PR-9,PR-9.26,NA
4255,PR94,PR-9,PR-9.26,NA
4256,PR94,PR-9,PR-9.26,NA
4258,PR94,PR-9,PR-9.26,NA
4259,PR94,PR-9,PR-9.26,NA
4261,PR94,PR-9,PR-9.26,NA
4262,PR94,PR-9,PR-9.26,NA
4263,PR94,PR-9,PR-9.26,NA
4264,PR94,PR-9,PR-9.26,NA
4265,PR94,PR-9,PR-9.26,NA
4266,PR94,PR-9,PR-9.26,NA
4268,PR94,PR-9,PR-9.26,NA
4269,PR94,PR-9,PR-9.26,NA
427,PR94,PR-9,PR-9.26,NA
4282,PR94,PR-9,PR-9.26,NA
4283,PR94,PR-9,PR-9.26,NA
4284,PR94,PR-9,PR-9.26,NA
4285,PR94,PR-9,PR-9.26,NA
4286,PR94,PR-9,PR-9.26,NA
4287,PR94,PR-9,PR-9.26,NA
4289,PR94,PR-9,PR-9.26,NA
4299,PR94,PR-9,PR-9.26,NA
430,PR94,PR-9,PR-9.26,NA
433,PR94,PR-9,PR-9.26,NA
4342,PR94,PR-9,PR-9.26,NA
4349,PR94,PR-9,PR-9.26,NA
4400,PR94,PR-9,PR-9.26,NA
4401,PR94,PR-9,PR-9.26,NA
4402,PR94,PR-9,PR-9.26,NA
4403,PR94,PR-9,PR-9.26,NA
442,PR94,PR-9,PR-9.26,NA
4421,PR94,PR-9,PR-9.26,NA
4429,PR94,PR-9,PR-9.26,NA
4431,PR94,PR-9,PR-9.26,NA
4438,PR94,PR-9,PR-9.26,NA
4439,PR94,PR-9,PR-9.26,NA
4440,PR94,PR-9,PR-9.26,NA
4441,PR94,PR-9,PR-9.26,NA
4442,PR94,PR-9,PR-9.26,NA
445,PR94,PR-9,PR-9.26,NA
4461,PR94,PR-9,PR-9.26,NA
4463,PR94,PR-9,PR-9.26,NA
4464,PR94,PR-9,PR-9.26,NA
4465,PR94,PR-9,PR-9.26,NA
4466,PR94,PR-9,PR-9.26,NA
4467,PR94,PR-9,PR-9.26,NA
4468,PR94,PR-9,PR-9.26,NA
4469,PR94,PR-9,PR-9.26,NA
4491,PR94,PR-9,PR-9.26,NA
4492,PR94,PR-9,PR-9.26,NA
4495,PR94,PR-9,PR-9.26,NA
4496,PR94,PR-9,PR-9.26,NA
4497,PR94,PR-9,PR-9.26,NA
4498,PR94,PR-9,PR-9.26,NA
4499,PR94,PR-9,PR-9.26,NA
4530,PR95,PR-9,PR-9.27,NA
4542,PR95,PR-9,PR-9.27,NA
4543,PR95,PR-9,PR-9.27,NA
4685,PR95,PR-9,PR-9.27,NA
4686,PR95,PR-9,PR-9.27,NA
4687,PR95,PR-9,PR-9.27,NA
4695,PR95,PR-9,PR-9.27,NA
4696,PR95,PR-9,PR-9.27,NA
4831,PR95,PR-9,PR-9.27,NA
4832,PR95,PR-9,PR-9.27,NA
4833,PR95,PR-9,PR-9.27,NA
4834,PR95,PR-9,PR-9.27,NA
4836,PR95,PR-9,PR-9.27,NA
4903,PR95,PR-9,PR-9.27,NA
4931,PR95,PR-9,PR-9.27,NA
9609,PR95,PR-9,PR-9.27,NA
9619,PR95,PR-9,PR-9.27,NA
9622,PR95,PR-9,PR-9.27,NA
9623,PR95,PR-9,PR-9.27,NA
9626,PR95,PR-9,PR-9.27,NA
9629,PR95,PR-9,PR-9.27,NA
9637,PR95,PR-9,PR-9.27,NA
9638,PR95,PR-9,PR-9.27,NA
9639,PR95,PR-9,PR-9.27,NA
9703,PR95,PR-9,PR-9.27,NA
9704,PR95,PR-9,PR-9.27,NA
9752,PR95,PR-9,PR-9.27,NA
9753,PR95,PR-9,PR-9.27,NA
9993,PR95,PR-9,PR-9.27,NA
4500,PR96,PR-9,PR-9.28,PR-9.28.6
4501,PR96,PR-9,PR-9.28,PR-9.28.6
4502,PR96,PR-9,PR-9.28,PR-9.28.6
4503,PR96,PR-9,PR-9.28,PR-9.28.6
4531,PR96,PR-9,PR-9.28,PR-9.28.6
4532,PR96,PR-9,PR-9.28,PR-9.28.6
4533,PR96,PR-9,PR-9.28,PR-9.28.6
4534,PR96,PR-9,PR-9.28,PR-9.28.6
4549,PR96,PR-9,PR-9.28,PR-9.28.6
4550,PR96,PR-9,PR-9.28,PR-9.28.6
4551,PR96,PR-9,PR-9.28,PR-9.28.6
4552,PR96,PR-9,PR-9.28,PR-9.28.6
4590,PR96,PR-9,PR-9.28,PR-9.28.6
4591,PR96,PR-9,PR-9.28,PR-9.28.6
4592,PR96,PR-9,PR-9.28,PR-9.28.6
4593,PR96,PR-9,PR-9.28,PR-9.28.6
4594,PR96,PR-9,PR-9.28,PR-9.28.6
4595,PR96,PR-9,PR-9.28,PR-9.28.6
4601,PR96,PR-9,PR-9.28,PR-9.28.6
4602,PR96,PR-9,PR-9.28,PR-9.28.6
4603,PR96,PR-9,PR-9.28,PR-9.28.6
4604,PR96,PR-9,PR-9.28,PR-9.28.6
4640,PR96,PR-9,PR-9.28,PR-9.28.6
4641,PR96,PR-9,PR-9.28,PR-9.28.6
4642,PR96,PR-9,PR-9.28,PR-9.28.6
4643,PR96,PR-9,PR-9.28,PR-9.28.6
4650,PR96,PR-9,PR-9.28,PR-9.28.6
4651,PR96,PR-9,PR-9.28,PR-9.28.6
4652,PR96,PR-9,PR-9.28,PR-9.28.1
4660,PR96,PR-9,PR-9.28,PR-9.28.6
4661,PR96,PR-9,PR-9.28,PR-9.28.6
4662,PR96,PR-9,PR-9.28,PR-9.28.6
4663,PR96,PR-9,PR-9.28,PR-9.28.6
4664,PR96,PR-9,PR-9.28,PR-9.28.6
4671,PR96,PR-9,PR-9.28,PR-9.28.6
4672,PR96,PR-9,PR-9.28,PR-9.28.6
4673,PR96,PR-9,PR-9.28,PR-9.28.6
4674,PR96,PR-9,PR-9.28,PR-9.28.6
4675,PR96,PR-9,PR-9.28,PR-9.28.6
4676,PR96,PR-9,PR-9.28,PR-9.28.6
4679,PR96,PR-9,PR-9.28,PR-9.28.6
4680,PR96,PR-9,PR-9.28,PR-9.28.6
4681,PR96,PR-9,PR-9.28,PR-9.28.6
4682,PR96,PR-9,PR-9.28,PR-9.28.6
4691,PR96,PR-9,PR-9.28,PR-9.28.6
4692,PR96,PR-9,PR-9.28,PR-9.28.6
4693,PR96,PR-9,PR-9.28,PR-9.28.6
4694,PR96,PR-9,PR-9.28,PR-9.28.6
4699,PR96,PR-9,PR-9.28,PR-9.28.6
472,PR96,PR-9,PR-9.28,PR-9.28.6
4791,PR96,PR-9,PR-9.28,PR-9.28.6
4792,PR96,PR-9,PR-9.28,PR-9.28.6
4799,PR96,PR-9,PR-9.28,PR-9.28.6
480,PR96,PR-9,PR-9.28,PR-9.28.6
481,PR96,PR-9,PR-9.28,PR-9.28.6
4835,PR96,PR-9,PR-9.28,PR-9.28.2
4871,PR96,PR-9,PR-9.28,PR-9.28.6
4872,PR96,PR-9,PR-9.28,PR-9.28.6
4873,PR96,PR-9,PR-9.28,PR-9.28.6
4874,PR96,PR-9,PR-9.28,PR-9.28.6
4875,PR96,PR-9,PR-9.28,PR-9.28.6
4876,PR96,PR-9,PR-9.28,PR-9.28.6
4879,PR96,PR-9,PR-9.28,PR-9.28.6
4881,PR96,PR-9,PR-9.28,PR-9.28.3
4882,PR96,PR-9,PR-9.28,PR-9.28.6
4891,PR96,PR-9,PR-9.28,PR-9.28.6
4892,PR96,PR-9,PR-9.28,PR-9.28.6
4893,PR96,PR-9,PR-9.28,PR-9.28.6
4899,PR96,PR-9,PR-9.28,PR-9.28.6
4901,PR96,PR-9,PR-9.28,PR-9.28.4
4902,PR96,PR-9,PR-9.28,PR-9.28.6
4904,PR96,PR-9,PR-9.28,PR-9.28.6
4911,PR96,PR-9,PR-9.28,PR-9.28.5
4912,PR96,PR-9,PR-9.28,PR-9.28.5
493,PR96,PR-9,PR-9.28,PR-9.28.6
4939,PR96,PR-9,PR-9.28,PR-9.28.6
4951,PR96,PR-9,PR-9.28,PR-9.28.6
4952,PR96,PR-9,PR-9.28,PR-9.28.6
4959,PR96,PR-9,PR-9.28,PR-9.28.6
496,PR96,PR-9,PR-9.28,PR-9.28.6
4971,PR96,PR-9,PR-9.28,PR-9.28.6
4972,PR96,PR-9,PR-9.28,PR-9.28.6
4973,PR96,PR-9,PR-9.28,PR-9.28.6
4974,PR96,PR-9,PR-9.28,PR-9.28.6
4975,PR96,PR-9,PR-9.28,NA
4976,PR96,PR-9,PR-9.28,NA
4979,PR96,PR-9,PR-9.28,PR-9.28.6
4991,PR96,PR-9,PR-9.28,PR-9.28.6
4992,PR96,PR-9,PR-9.28,PR-9.28.6
4993,PR96,PR-9,PR-9.28,PR-9.28.6
4994,PR96,PR-9,PR-9.28,PR-9.28.6
4995,PR96,PR-9,PR-9.28,PR-9.28.6
4999,PR96,PR-9,PR-9.28,PR-9.28.6
4221,PR97,PR-9,PR-9.29,NA
4222,PR97,PR-9,PR-9.29,NA
4225,PR97,PR-9,PR-9.29,NA
4229,PR97,PR-9,PR-9.29,NA
5014,PR97,PR-9,PR-9.29,NA
5019,PR97,PR-9,PR-9.29,NA
5112,PR97,PR-9,PR-9.29,NA
5113,PR97,PR-9,PR-9.29,NA
5114,PR97,PR-9,PR-9.29,NA
5115,PR97,PR-9,PR-9.29,NA
5119,PR97,PR-9,PR-9.29,NA
5211,PR97,PR-9,PR-9.29,NA
5212,PR97,PR-9,PR-9.29,NA
5214,PR97,PR-9,PR-9.29,NA
5219,PR97,PR-9,PR-9.29,NA
5422,PR97,PR-9,PR-9.29,NA
5423,PR97,PR-9,PR-9.29,NA
5424,PR97,PR-9,PR-9.29,NA
5425,PR97,PR-9,PR-9.29,NA
5429,PR97,PR-9,PR-9.29,NA
5091,PR98,PR-9,PR-9.30,NA
5092,PR98,PR-9,PR-9.30,NA
5093,PR98,PR-9,PR-9.30,NA
5094,PR98,PR-9,PR-9.30,NA
5099,PR98,PR-9,PR-9.30,NA
5101,PR98,PR-9,PR-9.30,NA
5164,PR98,PR-9,PR-9.30,NA
5184,PR98,PR-9,PR-9.30,NA
5185,PR98,PR-9,PR-9.30,NA
5186,PR98,PR-9,PR-9.30,NA
5187,PR98,PR-9,PR-9.30,NA
5188,PR98,PR-9,PR-9.30,NA
5196,PR98,PR-9,PR-9.30,NA
5198,PR98,PR-9,PR-9.30,NA
5221,PR98,PR-9,PR-9.30,NA
5293,PR98,PR-9,PR-9.30,NA
5294,PR98,PR-9,PR-9.30,NA
5297,PR98,PR-9,PR-9.30,NA
5298,PR98,PR-9,PR-9.30,NA
5496,PR98,PR-9,PR-9.30,NA
5497,PR98,PR-9,PR-9.30,NA
5499,PR98,PR-9,PR-9.30,NA
